Date,Product Name,Region,State,Quantity Sold (Units),Price (INR),Temperature (øC),Festival Indicator,Festival Name,Holiday Indicator,Day of Week,Month,Year
2021-05-28,Cheese Slices (200g),Central,Madhya Pradesh,265,107.58,39,No,,No,Friday,May,2021
2021-05-29,Ghee (1L),North,Delhi,223,522.24,41.5,No,,No,Saturday,May,2021
2021-05-29,Buttermilk (1L),South,Kerala,981,34.49,35.9,No,,No,Saturday,May,2021
2021-05-29,Flavoured Milk (200ml),South,Kerala,799,30.6,35.9,No,,No,Saturday,May,2021
2021-05-29,Paneer (200g),Central,Chhattisgarh,562,89.66,39.1,No,,No,Saturday,May,2021
2021-05-29,Buttermilk (1L),North,Delhi,773,35.51,41.5,No,,No,Saturday,May,2021
2021-05-29,Paneer (200g),North,Delhi,559,89.13,41.5,No,,No,Saturday,May,2021
2021-05-29,Dahi / Curd (500g),East,Jharkhand,1302,44.4,34.9,No,,No,Saturday,May,2021
2021-05-29,Full Cream Milk (1L),Central,Chhattisgarh,1051,58.74,39.1,No,,No,Saturday,May,2021
2021-05-29,Butter (500g),North,Delhi,388,254.27,41.5,No,,No,Saturday,May,2021
2021-05-29,Cheese Slices (200g),East,Jharkhand,278,110.23,34.9,No,,No,Saturday,May,2021
2021-05-29,Lassi (200ml),South,Kerala,554,25.72,35.9,No,,No,Saturday,May,2021
2021-05-29,Ice Cream (500ml),Central,Chhattisgarh,1011,178.19,39.1,No,,No,Saturday,May,2021
2021-05-29,Ghee (1L),West,Goa,282,525.79,36.2,No,,No,Saturday,May,2021
2021-05-29,Buttermilk (1L),Central,Chhattisgarh,421,35.45,39.1,No,,No,Saturday,May,2021
2021-05-29,Lassi (200ml),North,Delhi,478,25.37,41.5,No,,No,Saturday,May,2021
2021-05-29,Lassi (200ml),East,Jharkhand,516,25.49,34.9,No,,No,Saturday,May,2021
2021-05-29,Ghee (1L),South,Kerala,186,532.17,35.9,No,,No,Saturday,May,2021
2021-05-29,Buttermilk (1L),East,Jharkhand,898,35.85,34.9,No,,No,Saturday,May,2021
2021-05-29,Lassi (200ml),Central,Chhattisgarh,613,25.74,39.1,No,,No,Saturday,May,2021
2021-05-29,Paneer (200g),West,Goa,644,90.34,36.2,No,,No,Saturday,May,2021
2021-05-29,Paneer (200g),South,Kerala,476,91.5,35.9,No,,No,Saturday,May,2021
2021-05-29,Dahi / Curd (500g),Central,Chhattisgarh,1037,44.59,39.1,No,,No,Saturday,May,2021
2021-05-29,Cheese Slices (200g),North,Delhi,363,112.13,41.5,No,,No,Saturday,May,2021
2021-05-29,Lassi (200ml),West,Goa,1078,24.34,36.2,No,,No,Saturday,May,2021
2021-05-29,Dahi / Curd (500g),North,Delhi,1099,45.93,41.5,No,,No,Saturday,May,2021
2021-05-29,Butter (500g),South,Kerala,365,251.21,35.9,No,,No,Saturday,May,2021
2021-05-29,Cheese Slices (200g),Central,Chhattisgarh,169,109.4,39.1,No,,No,Saturday,May,2021
2021-05-29,Full Cream Milk (1L),North,Delhi,1400,59.07,41.5,No,,No,Saturday,May,2021
2021-05-29,Toned Milk (500ml),Central,Chhattisgarh,999,26.49,39.1,No,,No,Saturday,May,2021
2021-05-29,Skimmed Milk (1L),West,Goa,970,56.5,36.2,No,,No,Saturday,May,2021
2021-05-29,Ghee (1L),Central,Chhattisgarh,363,532.78,39.1,No,,No,Saturday,May,2021
2021-05-29,Paneer (200g),East,Jharkhand,210,87.87,34.9,No,,No,Saturday,May,2021
2021-05-29,Butter (500g),East,Jharkhand,393,255.98,34.9,No,,No,Saturday,May,2021
2021-05-29,Toned Milk (500ml),West,Goa,1090,26.59,36.2,No,,No,Saturday,May,2021
2021-05-29,Ice Cream (500ml),North,Delhi,309,176.68,41.5,No,,No,Saturday,May,2021
2021-05-29,Skimmed Milk (1L),North,Delhi,409,55.95,41.5,No,,No,Saturday,May,2021
2021-05-29,Full Cream Milk (1L),South,Kerala,2249,60.54,35.9,No,,No,Saturday,May,2021
2021-05-29,Toned Milk (500ml),South,Kerala,1398,27.7,35.9,No,,No,Saturday,May,2021
2021-05-29,Cheese Slices (200g),West,Goa,247,111.87,36.2,No,,No,Saturday,May,2021
2021-05-29,Dahi / Curd (500g),South,Kerala,1271,46.26,35.9,No,,No,Saturday,May,2021
2021-05-29,Dahi / Curd (500g),West,Goa,1085,46,36.2,No,,No,Saturday,May,2021
2021-05-29,Ghee (1L),East,Jharkhand,347,523.68,34.9,No,,No,Saturday,May,2021
2021-05-29,Flavoured Milk (200ml),Central,Chhattisgarh,743,29.25,39.1,No,,No,Saturday,May,2021
2021-05-29,Flavoured Milk (200ml),East,Jharkhand,1089,30.26,34.9,No,,No,Saturday,May,2021
2021-05-29,Flavoured Milk (200ml),North,Delhi,657,30.5,41.5,No,,No,Saturday,May,2021
2021-05-29,Ice Cream (500ml),East,Jharkhand,398,184.1,34.9,No,,No,Saturday,May,2021
2021-05-29,Ice Cream (500ml),South,Kerala,424,183.44,35.9,No,,No,Saturday,May,2021
2021-05-29,Full Cream Milk (1L),East,Jharkhand,1956,58.46,34.9,No,,No,Saturday,May,2021
2021-05-29,Cheese Slices (200g),South,Kerala,217,109.49,35.9,No,,No,Saturday,May,2021
2021-05-29,Full Cream Milk (1L),West,Goa,1666,59.63,36.2,No,,No,Saturday,May,2021
2021-05-30,Butter (500g),East,Odisha,363,253.27,31.3,No,,No,Sunday,May,2021
2021-05-30,Skimmed Milk (1L),West,Maharashtra,715,54.05,34.1,No,,No,Sunday,May,2021
2021-05-30,Butter (500g),North,Punjab,208,251.17,34.8,No,,No,Sunday,May,2021
2021-05-30,Ghee (1L),East,Odisha,140,520.02,31.3,No,,No,Sunday,May,2021
2021-05-30,Butter (500g),South,Karnataka,403,243.2,38.9,No,,No,Sunday,May,2021
2021-05-30,Full Cream Milk (1L),South,Karnataka,1509,60.52,38.9,No,,No,Sunday,May,2021
2021-05-30,Toned Milk (500ml),East,Odisha,699,26.91,31.3,No,,No,Sunday,May,2021
2021-05-30,Lassi (200ml),East,Odisha,996,24.44,31.3,No,,No,Sunday,May,2021
2021-05-30,Ice Cream (500ml),North,Punjab,491,183.02,34.8,No,,No,Sunday,May,2021
2021-05-30,Paneer (200g),South,Karnataka,393,92.67,38.9,No,,No,Sunday,May,2021
2021-05-30,Buttermilk (1L),Central,Madhya Pradesh,686,34.25,38.7,No,,No,Sunday,May,2021
2021-05-30,Skimmed Milk (1L),East,Odisha,363,53.66,31.3,No,,No,Sunday,May,2021
2021-05-30,Buttermilk (1L),North,Punjab,427,34.47,34.8,No,,No,Sunday,May,2021
2021-05-30,Flavoured Milk (200ml),East,Odisha,422,30.34,31.3,No,,No,Sunday,May,2021
2021-05-30,Cheese Slices (200g),East,Odisha,353,112.65,31.3,No,,No,Sunday,May,2021
2021-05-30,Full Cream Milk (1L),Central,Madhya Pradesh,1964,58.7,38.7,No,,No,Sunday,May,2021
2021-05-30,Toned Milk (500ml),West,Maharashtra,1584,26.47,34.1,No,,No,Sunday,May,2021
2021-05-30,Ice Cream (500ml),West,Maharashtra,491,178.64,34.1,No,,No,Sunday,May,2021
2021-05-30,Buttermilk (1L),West,Maharashtra,939,35.32,34.1,No,,No,Sunday,May,2021
2021-05-30,Flavoured Milk (200ml),South,Karnataka,691,30.21,38.9,No,,No,Sunday,May,2021
2021-05-30,Full Cream Milk (1L),East,Odisha,1592,61.45,31.3,No,,No,Sunday,May,2021
2021-05-30,Skimmed Milk (1L),South,Karnataka,447,56.03,38.9,No,,No,Sunday,May,2021
2021-05-30,Toned Milk (500ml),North,Punjab,1087,26.34,34.8,No,,No,Sunday,May,2021
2021-05-30,Cheese Slices (200g),South,Karnataka,283,112.78,38.9,No,,No,Sunday,May,2021
2021-05-30,Paneer (200g),West,Maharashtra,269,89.9,34.1,No,,No,Sunday,May,2021
2021-05-30,Skimmed Milk (1L),Central,Madhya Pradesh,712,53.4,38.7,No,,No,Sunday,May,2021
2021-05-30,Butter (500g),Central,Madhya Pradesh,158,246.39,38.7,No,,No,Sunday,May,2021
2021-05-30,Full Cream Milk (1L),West,Maharashtra,1049,58.89,34.1,No,,No,Sunday,May,2021
2021-05-30,Ghee (1L),West,Maharashtra,101,531.89,34.1,No,,No,Sunday,May,2021
2021-05-30,Ghee (1L),South,Karnataka,226,515.44,38.9,No,,No,Sunday,May,2021
2021-05-30,Full Cream Milk (1L),North,Punjab,1727,60.84,34.8,No,,No,Sunday,May,2021
2021-05-30,Buttermilk (1L),East,Odisha,714,35.74,31.3,No,,No,Sunday,May,2021
2021-05-30,Ice Cream (500ml),South,Karnataka,277,182.26,38.9,No,,No,Sunday,May,2021
2021-05-30,Butter (500g),West,Maharashtra,292,253.06,34.1,No,,No,Sunday,May,2021
2021-05-30,Cheese Slices (200g),West,Maharashtra,401,112.13,34.1,No,,No,Sunday,May,2021
2021-05-30,Dahi / Curd (500g),Central,Madhya Pradesh,779,43.81,38.7,No,,No,Sunday,May,2021
2021-05-30,Paneer (200g),East,Odisha,355,92.39,31.3,No,,No,Sunday,May,2021
2021-05-30,Flavoured Milk (200ml),North,Punjab,670,29.96,34.8,No,,No,Sunday,May,2021
2021-05-30,Dahi / Curd (500g),East,Odisha,737,46.31,31.3,No,,No,Sunday,May,2021
2021-05-30,Dahi / Curd (500g),West,Maharashtra,793,44.32,34.1,No,,No,Sunday,May,2021
2021-05-30,Paneer (200g),North,Punjab,380,90.23,34.8,No,,No,Sunday,May,2021
2021-05-30,Ghee (1L),Central,Madhya Pradesh,240,529.45,38.7,No,,No,Sunday,May,2021
2021-05-30,Dahi / Curd (500g),North,Punjab,1097,45.45,34.8,No,,No,Sunday,May,2021
2021-05-30,Dahi / Curd (500g),South,Karnataka,950,43.83,38.9,No,,No,Sunday,May,2021
2021-05-31,Dahi / Curd (500g),East,West Bengal,463,44.85,36.1,No,,No,Monday,May,2021
2021-05-31,Lassi (200ml),Central,Madhya Pradesh,931,24.92,33.2,No,,No,Monday,May,2021
2021-05-31,Cheese Slices (200g),East,West Bengal,274,111.76,36.1,No,,No,Monday,May,2021
2021-05-31,Full Cream Milk (1L),South,Andhra Pradesh,1362,60.24,35.9,No,,No,Monday,May,2021
2021-05-31,Toned Milk (500ml),Central,Madhya Pradesh,822,26.94,33.2,No,,No,Monday,May,2021
2021-05-31,Ghee (1L),Central,Madhya Pradesh,315,522.99,33.2,No,,No,Monday,May,2021
2021-05-31,Ice Cream (500ml),South,Andhra Pradesh,566,175.34,35.9,No,,No,Monday,May,2021
2021-05-31,Butter (500g),Central,Madhya Pradesh,263,257.2,33.2,No,,No,Monday,May,2021
2021-05-31,Skimmed Milk (1L),South,Andhra Pradesh,436,54.44,35.9,No,,No,Monday,May,2021
2021-05-31,Ghee (1L),West,Maharashtra,216,524.87,36.8,No,,No,Monday,May,2021
2021-05-31,Flavoured Milk (200ml),South,Andhra Pradesh,662,30.8,35.9,No,,No,Monday,May,2021
2021-05-31,Paneer (200g),West,Maharashtra,345,88.5,36.8,No,,No,Monday,May,2021
2021-05-31,Buttermilk (1L),West,Maharashtra,925,35.26,36.8,No,,No,Monday,May,2021
2021-05-31,Cheese Slices (200g),Central,Madhya Pradesh,217,110.91,33.2,No,,No,Monday,May,2021
2021-05-31,Ice Cream (500ml),North,Rajasthan,974,178.21,39.6,No,,No,Monday,May,2021
2021-05-31,Dahi / Curd (500g),West,Maharashtra,731,44.37,36.8,No,,No,Monday,May,2021
2021-05-31,Cheese Slices (200g),South,Andhra Pradesh,210,113.27,35.9,No,,No,Monday,May,2021
2021-05-31,Paneer (200g),East,West Bengal,543,87.94,36.1,No,,No,Monday,May,2021
2021-05-31,Dahi / Curd (500g),South,Andhra Pradesh,509,44.02,35.9,No,,No,Monday,May,2021
2021-05-31,Flavoured Milk (200ml),West,Maharashtra,344,29.72,36.8,No,,No,Monday,May,2021
2021-05-31,Toned Milk (500ml),West,Maharashtra,1181,27.41,36.8,No,,No,Monday,May,2021
2021-05-31,Ice Cream (500ml),East,West Bengal,378,183.55,36.1,No,,No,Monday,May,2021
2021-05-31,Paneer (200g),North,Rajasthan,240,87.96,39.6,No,,No,Monday,May,2021
2021-05-31,Butter (500g),East,West Bengal,249,249.51,36.1,No,,No,Monday,May,2021
2021-05-31,Buttermilk (1L),South,Andhra Pradesh,438,35.87,35.9,No,,No,Monday,May,2021
2021-05-31,Full Cream Milk (1L),North,Rajasthan,1806,58.48,39.6,No,,No,Monday,May,2021
2021-05-31,Buttermilk (1L),North,Rajasthan,709,34.79,39.6,No,,No,Monday,May,2021
2021-05-31,Skimmed Milk (1L),East,West Bengal,427,53.97,36.1,No,,No,Monday,May,2021
2021-05-31,Buttermilk (1L),Central,Madhya Pradesh,453,35.25,33.2,No,,No,Monday,May,2021
2021-05-31,Toned Milk (500ml),East,West Bengal,990,26.5,36.1,No,,No,Monday,May,2021
2021-05-31,Buttermilk (1L),East,West Bengal,578,35.28,36.1,No,,No,Monday,May,2021
2021-05-31,Paneer (200g),South,Andhra Pradesh,246,90.06,35.9,No,,No,Monday,May,2021
2021-05-31,Skimmed Milk (1L),Central,Madhya Pradesh,542,53.94,33.2,No,,No,Monday,May,2021
2021-05-31,Full Cream Milk (1L),West,Maharashtra,1360,61.42,36.8,No,,No,Monday,May,2021
2021-05-31,Ghee (1L),North,Rajasthan,264,525.53,39.6,No,,No,Monday,May,2021
2021-05-31,Ice Cream (500ml),Central,Madhya Pradesh,856,181.36,33.2,No,,No,Monday,May,2021
2021-05-31,Butter (500g),North,Rajasthan,166,256.52,39.6,No,,No,Monday,May,2021
2021-05-31,Ghee (1L),East,West Bengal,214,524.51,36.1,No,,No,Monday,May,2021
2021-05-31,Paneer (200g),Central,Madhya Pradesh,402,91.85,33.2,No,,No,Monday,May,2021
2021-05-31,Flavoured Milk (200ml),North,Rajasthan,551,29.1,39.6,No,,No,Monday,May,2021
2021-05-31,Full Cream Milk (1L),Central,Madhya Pradesh,1305,59.57,33.2,No,,No,Monday,May,2021
2021-05-31,Toned Milk (500ml),South,Andhra Pradesh,1164,26.23,35.9,No,,No,Monday,May,2021
2021-05-31,Skimmed Milk (1L),North,Rajasthan,472,54.11,39.6,No,,No,Monday,May,2021
2021-05-31,Cheese Slices (200g),North,Rajasthan,207,110.36,39.6,No,,No,Monday,May,2021
2021-05-31,Flavoured Milk (200ml),Central,Madhya Pradesh,485,29.63,33.2,No,,No,Monday,May,2021
2021-05-31,Lassi (200ml),South,Andhra Pradesh,933,24.26,35.9,No,,No,Monday,May,2021
2021-05-31,Lassi (200ml),West,Maharashtra,1175,24.49,36.8,No,,No,Monday,May,2021
2021-05-31,Skimmed Milk (1L),West,Maharashtra,573,55.99,36.8,No,,No,Monday,May,2021
2021-05-31,Butter (500g),West,Maharashtra,115,251.62,36.8,No,,No,Monday,May,2021
2021-05-31,Full Cream Milk (1L),East,West Bengal,2019,59.81,36.1,No,,No,Monday,May,2021
2021-05-31,Dahi / Curd (500g),Central,Madhya Pradesh,641,43.74,33.2,No,,No,Monday,May,2021
2021-06-01,Cheese Slices (200g),West,Maharashtra,280,110.42,29.4,No,,No,Tuesday,June,2021
2021-06-01,Dahi / Curd (500g),West,Maharashtra,1032,46.25,29.4,No,,No,Tuesday,June,2021
2021-06-01,Paneer (200g),West,Maharashtra,522,92.66,29.4,No,,No,Tuesday,June,2021
2021-06-01,Ghee (1L),West,Maharashtra,196,519.83,29.4,No,,No,Tuesday,June,2021
2021-06-01,Lassi (200ml),East,Jharkhand,322,24.76,36.2,No,,No,Tuesday,June,2021
2021-06-01,Paneer (200g),East,Jharkhand,374,88.77,36.2,No,,No,Tuesday,June,2021
2021-06-01,Ghee (1L),Central,Madhya Pradesh,142,517.1,37.5,No,,No,Tuesday,June,2021
2021-06-01,Cheese Slices (200g),East,Jharkhand,272,111.73,36.2,No,,No,Tuesday,June,2021
2021-06-01,Toned Milk (500ml),Central,Madhya Pradesh,1487,26.22,37.5,No,,No,Tuesday,June,2021
2021-06-01,Full Cream Milk (1L),South,Andhra Pradesh,1472,58.64,28.7,No,,No,Tuesday,June,2021
2021-06-01,Flavoured Milk (200ml),East,Jharkhand,514,29.18,36.2,No,,No,Tuesday,June,2021
2021-06-01,Full Cream Milk (1L),East,Jharkhand,1929,60.27,36.2,No,,No,Tuesday,June,2021
2021-06-01,Cheese Slices (200g),North,Uttar Pradesh,200,108.46,40,No,,No,Tuesday,June,2021
2021-06-01,Cheese Slices (200g),South,Andhra Pradesh,352,108.49,28.7,No,,No,Tuesday,June,2021
2021-06-01,Flavoured Milk (200ml),North,Uttar Pradesh,477,29.58,40,No,,No,Tuesday,June,2021
2021-06-01,Toned Milk (500ml),South,Andhra Pradesh,1635,27.46,28.7,No,,No,Tuesday,June,2021
2021-06-01,Ghee (1L),East,Jharkhand,292,509.71,36.2,No,,No,Tuesday,June,2021
2021-06-01,Flavoured Milk (200ml),Central,Madhya Pradesh,547,29.74,37.5,No,,No,Tuesday,June,2021
2021-06-01,Lassi (200ml),West,Maharashtra,751,25.35,29.4,No,,No,Tuesday,June,2021
2021-06-01,Ice Cream (500ml),Central,Madhya Pradesh,596,175.95,37.5,No,,No,Tuesday,June,2021
2021-06-01,Buttermilk (1L),Central,Madhya Pradesh,352,36.04,37.5,No,,No,Tuesday,June,2021
2021-06-01,Skimmed Milk (1L),West,Maharashtra,630,53.87,29.4,No,,No,Tuesday,June,2021
2021-06-01,Ice Cream (500ml),North,Uttar Pradesh,361,176.73,40,No,,No,Tuesday,June,2021
2021-06-01,Dahi / Curd (500g),North,Uttar Pradesh,586,44.16,40,No,,No,Tuesday,June,2021
2021-06-01,Butter (500g),Central,Madhya Pradesh,346,251.69,37.5,No,,No,Tuesday,June,2021
2021-06-01,Paneer (200g),South,Andhra Pradesh,515,91.58,28.7,No,,No,Tuesday,June,2021
2021-06-01,Ice Cream (500ml),South,Andhra Pradesh,321,185.39,28.7,No,,No,Tuesday,June,2021
2021-06-01,Toned Milk (500ml),East,Jharkhand,1228,27.29,36.2,No,,No,Tuesday,June,2021
2021-06-01,Flavoured Milk (200ml),South,Andhra Pradesh,617,30.08,28.7,No,,No,Tuesday,June,2021
2021-06-01,Toned Milk (500ml),West,Maharashtra,1144,26.77,29.4,No,,No,Tuesday,June,2021
2021-06-01,Lassi (200ml),Central,Madhya Pradesh,739,24.94,37.5,No,,No,Tuesday,June,2021
2021-06-01,Skimmed Milk (1L),North,Uttar Pradesh,873,55.71,40,No,,No,Tuesday,June,2021
2021-06-01,Ice Cream (500ml),East,Jharkhand,482,185.24,36.2,No,,No,Tuesday,June,2021
2021-06-01,Dahi / Curd (500g),East,Jharkhand,1196,46.29,36.2,No,,No,Tuesday,June,2021
2021-06-01,Butter (500g),East,Jharkhand,285,247.39,36.2,No,,No,Tuesday,June,2021
2021-06-01,Cheese Slices (200g),Central,Madhya Pradesh,199,106.95,37.5,No,,No,Tuesday,June,2021
2021-06-01,Full Cream Milk (1L),North,Uttar Pradesh,1487,58.38,40,No,,No,Tuesday,June,2021
2021-06-01,Dahi / Curd (500g),Central,Madhya Pradesh,446,43.82,37.5,No,,No,Tuesday,June,2021
2021-06-01,Buttermilk (1L),North,Uttar Pradesh,375,34.44,40,No,,No,Tuesday,June,2021
2021-06-01,Ice Cream (500ml),West,Maharashtra,281,179.8,29.4,No,,No,Tuesday,June,2021
2021-06-01,Skimmed Milk (1L),East,Jharkhand,543,56.6,36.2,No,,No,Tuesday,June,2021
2021-06-01,Toned Milk (500ml),North,Uttar Pradesh,683,27.62,40,No,,No,Tuesday,June,2021
2021-06-02,Dahi / Curd (500g),South,Andhra Pradesh,1006,45.22,29.5,No,,No,Wednesday,June,2021
2021-06-02,Toned Milk (500ml),West,Maharashtra,1184,27.23,29.7,No,,No,Wednesday,June,2021
2021-06-02,Flavoured Milk (200ml),West,Maharashtra,810,30.62,29.7,No,,No,Wednesday,June,2021
2021-06-02,Skimmed Milk (1L),South,Andhra Pradesh,423,56.09,29.5,No,,No,Wednesday,June,2021
2021-06-02,Paneer (200g),East,Odisha,488,92.5,30.7,No,,No,Wednesday,June,2021
2021-06-02,Paneer (200g),North,Delhi,564,92.65,39.4,No,,No,Wednesday,June,2021
2021-06-02,Lassi (200ml),East,Odisha,879,24.68,30.7,No,,No,Wednesday,June,2021
2021-06-02,Ghee (1L),East,Odisha,72,521.44,30.7,No,,No,Wednesday,June,2021
2021-06-02,Lassi (200ml),West,Maharashtra,530,24.85,29.7,No,,No,Wednesday,June,2021
2021-06-02,Ghee (1L),North,Delhi,333,521.87,39.4,No,,No,Wednesday,June,2021
2021-06-02,Cheese Slices (200g),East,Odisha,272,112.65,30.7,No,,No,Wednesday,June,2021
2021-06-02,Flavoured Milk (200ml),South,Andhra Pradesh,538,30.09,29.5,No,,No,Wednesday,June,2021
2021-06-02,Butter (500g),East,Odisha,100,256.68,30.7,No,,No,Wednesday,June,2021
2021-06-02,Full Cream Milk (1L),South,Andhra Pradesh,1193,60.84,29.5,No,,No,Wednesday,June,2021
2021-06-02,Buttermilk (1L),North,Delhi,672,34.45,39.4,No,,No,Wednesday,June,2021
2021-06-02,Butter (500g),West,Maharashtra,195,257.46,29.7,No,,No,Wednesday,June,2021
2021-06-02,Butter (500g),South,Andhra Pradesh,253,255.09,29.5,No,,No,Wednesday,June,2021
2021-06-02,Full Cream Milk (1L),East,Odisha,1547,61.7,30.7,No,,No,Wednesday,June,2021
2021-06-02,Cheese Slices (200g),North,Delhi,310,110.9,39.4,No,,No,Wednesday,June,2021
2021-06-02,Flavoured Milk (200ml),North,Delhi,701,30.84,39.4,No,,No,Wednesday,June,2021
2021-06-02,Ghee (1L),West,Maharashtra,79,507.25,29.7,No,,No,Wednesday,June,2021
2021-06-02,Lassi (200ml),South,Andhra Pradesh,592,24.64,29.5,No,,No,Wednesday,June,2021
2021-06-02,Skimmed Milk (1L),East,Odisha,564,56.64,30.7,No,,No,Wednesday,June,2021
2021-06-02,Buttermilk (1L),West,Maharashtra,359,35.74,29.7,No,,No,Wednesday,June,2021
2021-06-02,Ghee (1L),South,Andhra Pradesh,306,526.89,29.5,No,,No,Wednesday,June,2021
2021-06-02,Full Cream Milk (1L),West,Maharashtra,1004,59.94,29.7,No,,No,Wednesday,June,2021
2021-06-02,Flavoured Milk (200ml),Central,Madhya Pradesh,764,29.12,37.8,No,,No,Wednesday,June,2021
2021-06-02,Flavoured Milk (200ml),East,Odisha,763,30.65,30.7,No,,No,Wednesday,June,2021
2021-06-02,Buttermilk (1L),South,Andhra Pradesh,638,35.1,29.5,No,,No,Wednesday,June,2021
2021-06-02,Dahi / Curd (500g),East,Odisha,609,43.72,30.7,No,,No,Wednesday,June,2021
2021-06-02,Toned Milk (500ml),South,Andhra Pradesh,928,27.8,29.5,No,,No,Wednesday,June,2021
2021-06-02,Ice Cream (500ml),East,Odisha,733,185.09,30.7,No,,No,Wednesday,June,2021
2021-06-02,Butter (500g),North,Delhi,160,249.25,39.4,No,,No,Wednesday,June,2021
2021-06-02,Paneer (200g),West,Maharashtra,303,90.81,29.7,No,,No,Wednesday,June,2021
2021-06-02,Cheese Slices (200g),Central,Madhya Pradesh,332,110.3,37.8,No,,No,Wednesday,June,2021
2021-06-02,Dahi / Curd (500g),Central,Madhya Pradesh,493,45.6,37.8,No,,No,Wednesday,June,2021
2021-06-02,Cheese Slices (200g),West,Maharashtra,270,112.62,29.7,No,,No,Wednesday,June,2021
2021-06-02,Butter (500g),Central,Madhya Pradesh,113,250.52,37.8,No,,No,Wednesday,June,2021
2021-06-02,Toned Milk (500ml),Central,Madhya Pradesh,880,26.29,37.8,No,,No,Wednesday,June,2021
2021-06-02,Dahi / Curd (500g),North,Delhi,1023,44.28,39.4,No,,No,Wednesday,June,2021
2021-06-02,Skimmed Milk (1L),Central,Madhya Pradesh,848,54.37,37.8,No,,No,Wednesday,June,2021
2021-06-02,Buttermilk (1L),Central,Madhya Pradesh,802,35.02,37.8,No,,No,Wednesday,June,2021
2021-06-02,Ice Cream (500ml),South,Andhra Pradesh,607,181.03,29.5,No,,No,Wednesday,June,2021
2021-06-02,Ice Cream (500ml),Central,Madhya Pradesh,636,184.13,37.8,No,,No,Wednesday,June,2021
2021-06-02,Cheese Slices (200g),South,Andhra Pradesh,114,107.76,29.5,No,,No,Wednesday,June,2021
2021-06-03,Toned Milk (500ml),North,Uttar Pradesh,927,27.47,42.1,No,,No,Thursday,June,2021
2021-06-03,Ghee (1L),East,Bihar,221,523.85,32.3,No,,No,Thursday,June,2021
2021-06-03,Ghee (1L),South,Karnataka,159,518.23,25.4,No,,No,Thursday,June,2021
2021-06-03,Skimmed Milk (1L),South,Karnataka,402,55.6,25.4,No,,No,Thursday,June,2021
2021-06-03,Cheese Slices (200g),East,Bihar,105,106.86,32.3,No,,No,Thursday,June,2021
2021-06-03,Flavoured Milk (200ml),Central,Madhya Pradesh,331,29.1,39,No,,No,Thursday,June,2021
2021-06-03,Lassi (200ml),South,Karnataka,420,25.25,25.4,No,,No,Thursday,June,2021
2021-06-03,Paneer (200g),Central,Madhya Pradesh,310,88.61,39,No,,No,Thursday,June,2021
2021-06-03,Butter (500g),Central,Madhya Pradesh,274,252.35,39,No,,No,Thursday,June,2021
2021-06-03,Paneer (200g),South,Karnataka,644,90.21,25.4,No,,No,Thursday,June,2021
2021-06-03,Toned Milk (500ml),West,Maharashtra,1460,26.84,33.6,No,,No,Thursday,June,2021
2021-06-03,Flavoured Milk (200ml),East,Bihar,783,29.54,32.3,No,,No,Thursday,June,2021
2021-06-03,Flavoured Milk (200ml),North,Uttar Pradesh,873,29.59,42.1,No,,No,Thursday,June,2021
2021-06-03,Cheese Slices (200g),West,Maharashtra,123,113.28,33.6,No,,No,Thursday,June,2021
2021-06-03,Full Cream Milk (1L),West,Maharashtra,1616,59.22,33.6,No,,No,Thursday,June,2021
2021-06-03,Cheese Slices (200g),North,Uttar Pradesh,176,108.63,42.1,No,,No,Thursday,June,2021
2021-06-03,Full Cream Milk (1L),South,Karnataka,1253,59.72,25.4,No,,No,Thursday,June,2021
2021-06-03,Flavoured Milk (200ml),West,Maharashtra,534,29.32,33.6,No,,No,Thursday,June,2021
2021-06-03,Dahi / Curd (500g),Central,Madhya Pradesh,985,46.12,39,No,,No,Thursday,June,2021
2021-06-03,Buttermilk (1L),South,Karnataka,315,34.01,25.4,No,,No,Thursday,June,2021
2021-06-03,Buttermilk (1L),North,Uttar Pradesh,642,34.06,42.1,No,,No,Thursday,June,2021
2021-06-03,Buttermilk (1L),Central,Madhya Pradesh,697,34.52,39,No,,No,Thursday,June,2021
2021-06-03,Butter (500g),South,Karnataka,195,249.36,25.4,No,,No,Thursday,June,2021
2021-06-03,Skimmed Milk (1L),West,Maharashtra,488,54.69,33.6,No,,No,Thursday,June,2021
2021-06-03,Lassi (200ml),West,Maharashtra,585,25.55,33.6,No,,No,Thursday,June,2021
2021-06-03,Butter (500g),North,Uttar Pradesh,225,248.08,42.1,No,,No,Thursday,June,2021
2021-06-03,Skimmed Milk (1L),North,Uttar Pradesh,590,55.36,42.1,No,,No,Thursday,June,2021
2021-06-03,Cheese Slices (200g),South,Karnataka,286,109.63,25.4,No,,No,Thursday,June,2021
2021-06-03,Lassi (200ml),East,Bihar,810,24.84,32.3,No,,No,Thursday,June,2021
2021-06-03,Paneer (200g),East,Bihar,395,89.63,32.3,No,,No,Thursday,June,2021
2021-06-03,Toned Milk (500ml),East,Bihar,844,27.13,32.3,No,,No,Thursday,June,2021
2021-06-03,Ice Cream (500ml),South,Karnataka,331,182.97,25.4,No,,No,Thursday,June,2021
2021-06-03,Ghee (1L),Central,Madhya Pradesh,211,517.97,39,No,,No,Thursday,June,2021
2021-06-03,Dahi / Curd (500g),West,Maharashtra,550,44.57,33.6,No,,No,Thursday,June,2021
