Product_Name,Region,Week_Start,Quantity_Sold,Avg_Price,Avg_Temperature,Festival_Names,Num_Days,Festival_Indicator,Holiday_Indicator
Buttermilk (1L),West,2023-03-13,2808,38.65,26.7,No_Festival,4,No,No
Buttermilk (1L),West,2023-03-20,4033,38.41,27.8,No_Festival,7,No,No
Buttermilk (1L),West,2023-03-27,2864,38.34,27.8,No_Festival,5,No,No
Buttermilk (1L),West,2023-04-03,4493,38.12,32.5,No_Festival,7,No,No
Buttermilk (1L),West,2023-04-10,3902,37.84,31.3,Baisakhi,5,Yes,Yes
Buttermilk (1L),West,2023-04-17,3685,38.1,32.1,No_Festival,6,No,Yes
Buttermilk (1L),West,2023-04-24,2442,38.95,32.2,No_Festival,6,No,No
Buttermilk (1L),West,2023-05-01,1827,38.79,36.3,No_Festival,3,No,No
Buttermilk (1L),West,2023-05-08,3528,38.29,36.5,No_Festival,6,No,No
Buttermilk (1L),West,2023-05-15,2009,38.89,35.5,No_Festival,3,No,No
Buttermilk (1L),West,2023-05-22,2139,38.97,36.0,No_Festival,4,No,No
Buttermilk (1L),West,2023-05-29,3624,38.47,33.1,No_Festival,5,No,No
Buttermilk (1L),West,2023-06-05,3837,38.53,31.5,No_Festival,7,No,No
Buttermilk (1L),West,2023-06-12,2414,38.94,33.3,No_Festival,5,No,No
Buttermilk (1L),West,2023-06-19,4622,38.66,32.3,No_Festival,7,No,No
Buttermilk (1L),West,2023-06-26,3543,38.57,31.8,No_Festival,6,No,Yes
Buttermilk (1L),West,2023-07-03,2777,38.21,29.8,No_Festival,6,No,No
Buttermilk (1L),West,2023-07-10,1810,38.39,28.0,No_Festival,6,No,No
Buttermilk (1L),West,2023-07-17,2037,38.41,29.1,No_Festival,5,No,No
Buttermilk (1L),West,2023-07-24,1025,39.4,28.8,No_Festival,2,No,No
Buttermilk (1L),West,2023-07-31,2921,38.38,27.4,No_Festival,6,No,No
Buttermilk (1L),West,2023-08-07,2801,38.63,29.9,No_Festival,7,No,No
Buttermilk (1L),West,2023-08-14,2891,38.69,29.2,Independence Day,6,Yes,Yes
Buttermilk (1L),West,2023-08-21,2107,38.61,28.4,No_Festival,5,No,No
Buttermilk (1L),West,2023-08-28,1593,38.48,28.5,Raksha Bandhan,4,Yes,Yes
Buttermilk (1L),West,2023-09-04,2778,38.57,27.4,Janmashtami,6,Yes,Yes
Buttermilk (1L),West,2023-09-11,1957,38.94,29.0,No_Festival,5,No,No
Buttermilk (1L),West,2023-09-18,3346,38.88,29.2,No_Festival,7,No,No
Buttermilk (1L),West,2023-09-25,2449,38.93,29.9,No_Festival,5,No,No
Buttermilk (1L),West,2023-10-02,1741,38.36,31.3,Gandhi Jayanti,4,Yes,Yes
Buttermilk (1L),West,2023-10-09,2021,38.6,30.9,No_Festival,5,No,No
Buttermilk (1L),West,2023-10-16,2733,38.26,28.4,No_Festival,6,No,No
Buttermilk (1L),West,2023-10-23,2192,38.59,30.4,No_Festival,5,No,No
Buttermilk (1L),West,2023-10-30,2493,38.41,26.9,No_Festival,6,No,No
Buttermilk (1L),West,2023-11-06,2554,38.48,26.4,Diwali,7,Yes,Yes
Buttermilk (1L),West,2023-11-13,2053,38.38,25.9,No_Festival,4,No,No
Buttermilk (1L),West,2023-11-20,2894,38.71,25.2,No_Festival,7,No,No
Buttermilk (1L),West,2023-11-27,2833,38.53,24.2,Guru Nanak Jayanti,6,Yes,Yes
Buttermilk (1L),West,2023-12-04,1230,38.41,21.7,No_Festival,5,No,No
Buttermilk (1L),West,2023-12-11,1455,38.58,22.0,No_Festival,6,No,No
Buttermilk (1L),West,2023-12-18,1416,37.76,22.3,No_Festival,6,No,No
Buttermilk (1L),West,2023-12-25,2086,38.36,21.8,Christmas,7,Yes,Yes
Cheese Slices (200g),Central,2020-12-28,337,108.18,17.8,No_Festival,2,No,No
Cheese Slices (200g),Central,2021-01-04,1174,109.07,17.1,No_Festival,5,No,No
Cheese Slices (200g),Central,2021-01-11,1616,110.55,18.6,Makar Sankranti,5,Yes,Yes
Cheese Slices (200g),Central,2021-01-18,1194,111.63,17.7,No_Festival,5,No,No
Cheese Slices (200g),Central,2021-01-25,1100,108.98,17.1,Republic Day,6,Yes,Yes
Cheese Slices (200g),Central,2021-02-01,1292,110.11,19.9,No_Festival,5,No,No
Cheese Slices (200g),Central,2021-02-08,1365,109.3,22.2,No_Festival,6,No,No
Cheese Slices (200g),Central,2021-02-15,1064,110.05,21.9,No_Festival,5,No,No
Cheese Slices (200g),Central,2021-02-22,1610,109.36,19.9,No_Festival,7,No,No
Cheese Slices (200g),Central,2021-03-01,1426,109.49,27.4,No_Festival,7,No,No
Cheese Slices (200g),Central,2021-03-08,1081,109.74,26.5,No_Festival,5,No,No
Cheese Slices (200g),Central,2021-03-15,1203,109.37,28.4,No_Festival,4,No,No
Cheese Slices (200g),Central,2021-03-22,1103,110.52,28.2,Holi,3,Yes,Yes
Cheese Slices (200g),Central,2021-03-29,1366,110.69,30.3,No_Festival,6,No,No
Cheese Slices (200g),Central,2021-04-05,929,109.09,32.0,No_Festival,4,No,No
Cheese Slices (200g),Central,2021-04-12,1310,111.03,33.3,Baisakhi,5,Yes,Yes
Cheese Slices (200g),Central,2021-04-19,1350,110.23,33.9,No_Festival,6,No,No
Cheese Slices (200g),Central,2021-04-26,1841,108.84,34.9,No_Festival,7,No,No
Cheese Slices (200g),Central,2021-05-03,1375,110.02,37.7,No_Festival,6,No,No
Cheese Slices (200g),Central,2021-05-10,1177,109.89,37.9,No_Festival,5,No,Yes
Cheese Slices (200g),Central,2021-05-17,749,109.14,39.0,No_Festival,5,No,No
Cheese Slices (200g),Central,2021-05-24,923,109.35,37.3,No_Festival,4,No,No
Cheese Slices (200g),Central,2021-05-31,1284,110.02,36.3,No_Festival,6,No,No
Cheese Slices (200g),Central,2021-06-07,835,108.0,36.2,No_Festival,4,No,No
Cheese Slices (200g),Central,2021-06-14,1624,110.51,36.5,No_Festival,7,No,No
Cheese Slices (200g),Central,2021-06-21,950,110.28,36.3,No_Festival,4,No,No
Cheese Slices (200g),Central,2021-06-28,1580,111.07,31.6,No_Festival,6,No,No
Cheese Slices (200g),Central,2021-07-05,1322,111.1,30.1,No_Festival,5,No,No
Cheese Slices (200g),Central,2021-07-12,722,111.43,30.7,No_Festival,5,No,No
Cheese Slices (200g),Central,2021-07-19,918,110.88,31.8,No_Festival,4,No,Yes
Cheese Slices (200g),Central,2021-07-26,1412,110.38,30.3,No_Festival,6,No,No
Cheese Slices (200g),Central,2021-08-02,1270,108.74,29.4,No_Festival,6,No,No
Cheese Slices (200g),Central,2021-08-09,1699,109.88,29.1,Independence Day,7,Yes,Yes
Cheese Slices (200g),Central,2021-08-16,1289,110.18,31.0,Raksha Bandhan,5,Yes,Yes
Cheese Slices (200g),Central,2021-08-23,977,107.71,31.8,No_Festival,4,No,No
Cheese Slices (200g),Central,2021-08-30,1258,110.66,28.9,Janmashtami,7,Yes,Yes
Cheese Slices (200g),Central,2021-09-06,1853,108.14,30.1,No_Festival,6,No,No
Cheese Slices (200g),Central,2021-09-13,910,109.72,29.3,No_Festival,4,No,No
Cheese Slices (200g),Central,2021-09-20,948,108.11,29.8,No_Festival,6,No,No
Cheese Slices (200g),Central,2021-09-27,1667,108.49,28.9,Gandhi Jayanti,7,Yes,Yes
Cheese Slices (200g),Central,2021-10-04,1250,109.84,28.1,No_Festival,6,No,No
Cheese Slices (200g),Central,2021-10-11,841,109.41,28.1,Navratri,4,Yes,Yes
Cheese Slices (200g),Central,2021-10-18,1343,109.48,28.9,No_Festival,6,No,No
Cheese Slices (200g),Central,2021-10-25,1275,108.61,27.9,No_Festival,6,No,No
Cheese Slices (200g),Central,2021-11-01,1273,110.29,22.6,Diwali,5,Yes,Yes
Cheese Slices (200g),Central,2021-11-08,1059,108.83,22.7,No_Festival,5,No,No
Cheese Slices (200g),Central,2021-11-15,1208,110.25,22.1,Guru Nanak Jayanti,5,Yes,Yes
Cheese Slices (200g),Central,2021-11-22,1383,109.42,23.1,No_Festival,6,No,No
Cheese Slices (200g),Central,2021-11-29,902,108.85,17.7,No_Festival,4,No,No
Cheese Slices (200g),Central,2021-12-06,1591,109.12,19.2,No_Festival,6,No,No
Cheese Slices (200g),Central,2021-12-13,1448,110.93,17.8,No_Festival,5,No,No
Cheese Slices (200g),Central,2021-12-20,1891,109.44,16.9,Christmas,6,Yes,Yes
Cheese Slices (200g),Central,2021-12-27,1262,111.57,17.1,No_Festival,5,No,No
Cheese Slices (200g),Central,2022-01-03,1362,115.44,18.3,No_Festival,6,No,No
Cheese Slices (200g),Central,2022-01-10,1685,114.32,17.3,Makar Sankranti,6,Yes,Yes
Cheese Slices (200g),Central,2022-01-17,1149,115.76,17.2,No_Festival,6,No,No
Cheese Slices (200g),Central,2022-01-24,1289,113.33,16.9,No_Festival,5,No,No
Cheese Slices (200g),Central,2022-01-31,926,116.47,19.2,No_Festival,6,No,No
Cheese Slices (200g),Central,2022-02-07,1181,116.1,21.8,No_Festival,5,No,No
Cheese Slices (200g),Central,2022-02-14,1488,116.35,22.0,No_Festival,6,No,No
Cheese Slices (200g),Central,2022-02-21,1450,114.42,21.3,No_Festival,6,No,No
Cheese Slices (200g),Central,2022-02-28,859,116.12,25.4,No_Festival,5,No,No
Cheese Slices (200g),Central,2022-03-07,1091,116.59,26.5,No_Festival,5,No,No
Cheese Slices (200g),Central,2022-03-14,1453,116.2,27.2,Holi,6,Yes,Yes
Cheese Slices (200g),Central,2022-03-21,1412,115.38,27.4,No_Festival,6,No,No
Cheese Slices (200g),Central,2022-03-28,1421,114.77,30.2,No_Festival,6,No,No
Cheese Slices (200g),Central,2022-04-04,888,117.07,34.2,No_Festival,4,No,No
Cheese Slices (200g),Central,2022-04-11,2030,115.52,32.6,Baisakhi,7,Yes,Yes
Cheese Slices (200g),Central,2022-04-18,995,115.52,32.1,No_Festival,5,No,No
Cheese Slices (200g),Central,2022-04-25,1284,114.88,33.6,No_Festival,5,No,No
Cheese Slices (200g),Central,2022-05-02,1169,116.02,39.2,No_Festival,5,No,No
Cheese Slices (200g),Central,2022-05-09,746,115.93,38.8,No_Festival,4,No,No
Cheese Slices (200g),Central,2022-05-16,1272,113.88,37.9,No_Festival,5,No,No
Cheese Slices (200g),Central,2022-05-23,1490,114.58,37.0,No_Festival,7,No,No
Cheese Slices (200g),Central,2022-05-30,968,115.02,36.2,No_Festival,4,No,No
Cheese Slices (200g),Central,2022-06-06,1521,114.77,35.2,No_Festival,6,No,No
Cheese Slices (200g),Central,2022-06-13,1480,116.87,35.6,No_Festival,6,No,No
Cheese Slices (200g),Central,2022-06-20,1091,116.32,35.0,No_Festival,5,No,No
Cheese Slices (200g),Central,2022-06-27,1705,115.32,35.6,No_Festival,7,No,No
Cheese Slices (200g),Central,2022-07-04,860,114.79,30.9,No_Festival,6,No,Yes
Cheese Slices (200g),Central,2022-07-11,1036,116.61,33.0,No_Festival,4,No,No
Cheese Slices (200g),Central,2022-07-18,753,113.18,31.6,No_Festival,3,No,No
Cheese Slices (200g),Central,2022-07-25,1323,115.86,31.4,No_Festival,6,No,No
Cheese Slices (200g),Central,2022-08-01,1092,115.78,29.0,No_Festival,6,No,No
Cheese Slices (200g),Central,2022-08-08,1110,116.15,30.8,Raksha Bandhan,5,Yes,Yes
Cheese Slices (200g),Central,2022-08-15,1153,115.82,30.6,Janmashtami,4,Yes,Yes
Cheese Slices (200g),Central,2022-08-22,1828,114.8,31.2,No_Festival,7,No,No
Cheese Slices (200g),Central,2022-08-29,1431,115.55,30.2,No_Festival,7,No,No
Cheese Slices (200g),Central,2022-09-05,1375,117.46,30.0,No_Festival,6,No,No
Cheese Slices (200g),Central,2022-09-12,1580,114.68,29.3,No_Festival,5,No,No
Cheese Slices (200g),Central,2022-09-19,1783,115.57,31.0,No_Festival,6,No,No
Cheese Slices (200g),Central,2022-09-26,1578,115.4,27.8,Gandhi Jayanti,5,Yes,Yes
Cheese Slices (200g),Central,2022-10-03,1225,115.67,29.6,No_Festival,6,No,No
Cheese Slices (200g),Central,2022-10-10,1623,116.38,28.0,No_Festival,7,No,No
Cheese Slices (200g),Central,2022-10-17,1006,115.44,27.1,No_Festival,5,No,No
Cheese Slices (200g),Central,2022-10-24,871,116.13,27.9,No_Festival,4,No,No
Cheese Slices (200g),Central,2022-10-31,860,115.12,24.5,No_Festival,4,No,No
Cheese Slices (200g),Central,2022-11-07,1126,115.43,22.0,No_Festival,5,No,No
Cheese Slices (200g),Central,2022-11-14,844,115.07,20.5,No_Festival,4,No,No
Cheese Slices (200g),Central,2022-11-21,659,116.29,23.1,No_Festival,4,No,No
Cheese Slices (200g),Central,2022-11-28,1675,113.63,20.3,No_Festival,7,No,No
Cheese Slices (200g),Central,2022-12-05,1284,114.28,18.4,No_Festival,5,No,No
Cheese Slices (200g),Central,2022-12-12,1787,114.63,18.5,No_Festival,7,No,No
Cheese Slices (200g),Central,2022-12-19,1867,114.42,17.0,Christmas,7,Yes,Yes
Cheese Slices (200g),Central,2022-12-26,1483,116.85,18.9,No_Festival,6,No,No
Cheese Slices (200g),Central,2023-01-02,1461,122.68,17.8,No_Festival,7,No,No
Cheese Slices (200g),Central,2023-01-09,1645,122.71,17.4,Makar Sankranti,6,Yes,Yes
Cheese Slices (200g),Central,2023-01-16,658,121.46,16.8,No_Festival,4,No,No
Cheese Slices (200g),Central,2023-01-23,1668,120.2,17.4,Republic Day,7,Yes,Yes
Cheese Slices (200g),Central,2023-01-30,1125,120.81,20.9,No_Festival,5,No,No
Cheese Slices (200g),Central,2023-02-06,1478,121.06,22.7,No_Festival,6,No,No
Cheese Slices (200g),Central,2023-02-13,797,121.52,22.0,No_Festival,4,No,No
Cheese Slices (200g),Central,2023-02-20,827,122.05,19.6,No_Festival,5,No,No
Cheese Slices (200g),Central,2023-02-27,1652,121.37,25.3,No_Festival,6,No,No
Cheese Slices (200g),Central,2023-03-06,1473,120.91,27.0,Holi,5,Yes,Yes
Cheese Slices (200g),Central,2023-03-13,1560,121.67,26.3,No_Festival,7,No,No
Cheese Slices (200g),Central,2023-03-20,1548,121.84,27.8,No_Festival,6,No,No
Cheese Slices (200g),Central,2023-03-27,1388,121.98,26.3,No_Festival,5,No,No
Cheese Slices (200g),Central,2023-04-03,693,118.68,32.7,No_Festival,3,No,No
Cheese Slices (200g),Central,2023-04-10,1431,121.24,32.7,Baisakhi,7,Yes,Yes
Cheese Slices (200g),Central,2023-04-17,1150,120.4,33.6,No_Festival,5,No,Yes
Cheese Slices (200g),Central,2023-04-24,1664,120.95,34.1,No_Festival,6,No,No
Cheese Slices (200g),Central,2023-05-01,916,119.74,37.6,No_Festival,6,No,No
Cheese Slices (200g),Central,2023-05-08,1574,122.16,39.1,No_Festival,6,No,No
Cheese Slices (200g),Central,2023-05-15,1493,119.68,37.2,No_Festival,6,No,No
Cheese Slices (200g),Central,2023-05-22,1365,121.17,39.6,No_Festival,6,No,No
Cheese Slices (200g),Central,2023-05-29,1274,121.48,36.4,No_Festival,6,No,No
Cheese Slices (200g),Central,2023-06-05,1124,121.96,36.4,No_Festival,5,No,No
Cheese Slices (200g),Central,2023-06-12,1617,120.74,37.7,No_Festival,7,No,No
Cheese Slices (200g),Central,2023-06-19,1033,120.94,36.5,No_Festival,5,No,No
Cheese Slices (200g),Central,2023-06-26,1025,121.97,35.0,No_Festival,4,No,No
Cheese Slices (200g),Central,2023-07-03,825,120.84,30.3,No_Festival,5,No,No
Cheese Slices (200g),Central,2023-07-10,1526,122.49,31.2,No_Festival,7,No,No
Cheese Slices (200g),Central,2023-07-17,1359,120.84,32.4,No_Festival,6,No,No
Cheese Slices (200g),Central,2023-07-24,1223,122.76,31.1,No_Festival,4,No,No
Cheese Slices (200g),Central,2023-07-31,1360,121.82,30.5,No_Festival,5,No,No
Cheese Slices (200g),Central,2023-08-07,1180,121.08,29.7,No_Festival,6,No,No
Cheese Slices (200g),Central,2023-08-14,1298,119.17,29.7,Independence Day,5,Yes,Yes
Cheese Slices (200g),Central,2023-08-21,1406,119.53,28.9,No_Festival,5,No,No
Cheese Slices (200g),Central,2023-08-28,1054,120.64,30.8,No_Festival,5,No,No
Cheese Slices (200g),Central,2023-09-04,1840,120.14,29.9,Janmashtami,7,Yes,Yes
Cheese Slices (200g),Central,2023-09-11,918,120.95,28.3,No_Festival,5,No,No
Cheese Slices (200g),Central,2023-09-18,1213,121.94,30.9,No_Festival,6,No,No
Cheese Slices (200g),Central,2023-09-25,984,120.81,30.7,No_Festival,5,No,No
Cheese Slices (200g),Central,2023-10-02,977,122.33,27.8,Gandhi Jayanti,5,Yes,Yes
Cheese Slices (200g),Central,2023-10-09,980,121.11,28.2,No_Festival,5,No,No
Cheese Slices (200g),Central,2023-10-16,1383,119.65,27.4,No_Festival,5,No,No
Cheese Slices (200g),Central,2023-10-23,1199,121.99,27.4,No_Festival,6,No,No
Cheese Slices (200g),Central,2023-10-30,1160,120.63,26.4,No_Festival,5,No,No
Cheese Slices (200g),Central,2023-11-06,2060,121.04,21.5,Diwali,7,Yes,Yes
Cheese Slices (200g),Central,2023-11-13,1062,122.95,23.1,No_Festival,6,No,No
Cheese Slices (200g),Central,2023-11-20,1023,119.97,21.6,No_Festival,5,No,No
Cheese Slices (200g),Central,2023-11-27,678,119.46,20.9,Guru Nanak Jayanti,4,Yes,Yes
Cheese Slices (200g),Central,2023-12-04,645,122.03,18.1,No_Festival,3,No,No
Cheese Slices (200g),Central,2023-12-11,1693,119.8,19.7,No_Festival,7,No,No
Cheese Slices (200g),Central,2023-12-18,1518,121.36,18.5,No_Festival,7,No,No
Cheese Slices (200g),Central,2023-12-25,1907,120.83,18.4,Christmas,7,Yes,Yes
Cheese Slices (200g),East,2020-12-28,164,111.51,19.5,No_Festival,1,No,No
Cheese Slices (200g),East,2021-01-04,1356,111.28,18.2,No_Festival,6,No,No
Cheese Slices (200g),East,2021-01-11,1543,110.74,19.3,Makar Sankranti,7,Yes,Yes
Cheese Slices (200g),East,2021-01-18,1516,110.0,19.4,No_Festival,6,No,No
Cheese Slices (200g),East,2021-01-25,1476,110.24,18.4,Republic Day,7,Yes,Yes
Cheese Slices (200g),East,2021-02-01,645,109.44,20.5,No_Festival,3,No,No
Cheese Slices (200g),East,2021-02-08,1642,110.0,20.7,No_Festival,7,No,No
Cheese Slices (200g),East,2021-02-15,899,109.54,22.8,No_Festival,5,No,No
Cheese Slices (200g),East,2021-02-22,536,109.56,22.1,No_Festival,3,No,No
Cheese Slices (200g),East,2021-03-01,929,110.17,26.2,No_Festival,5,No,No
Cheese Slices (200g),East,2021-03-08,1390,109.02,25.8,No_Festival,6,No,No
Cheese Slices (200g),East,2021-03-15,1216,110.76,27.2,No_Festival,6,No,No
Cheese Slices (200g),East,2021-03-22,868,109.58,26.4,No_Festival,4,No,No
Cheese Slices (200g),East,2021-03-29,1161,110.37,31.1,No_Festival,5,No,No
Cheese Slices (200g),East,2021-04-05,1103,110.39,32.2,No_Festival,4,No,No
Cheese Slices (200g),East,2021-04-12,586,110.42,32.7,Baisakhi,3,Yes,Yes
Cheese Slices (200g),East,2021-04-19,1273,110.7,31.2,No_Festival,7,No,No
Cheese Slices (200g),East,2021-04-26,1240,110.48,32.6,No_Festival,6,No,No
Cheese Slices (200g),East,2021-05-03,1435,110.64,33.3,No_Festival,6,No,No
Cheese Slices (200g),East,2021-05-10,807,108.81,34.9,No_Festival,3,No,No
Cheese Slices (200g),East,2021-05-17,1119,110.53,35.4,No_Festival,5,No,No
Cheese Slices (200g),East,2021-05-24,1386,110.58,33.9,No_Festival,5,No,No
Cheese Slices (200g),East,2021-05-31,1578,110.38,33.1,No_Festival,7,No,No
Cheese Slices (200g),East,2021-06-07,1605,109.57,31.7,No_Festival,7,No,No
Cheese Slices (200g),East,2021-06-14,1495,110.42,32.7,No_Festival,5,No,No
Cheese Slices (200g),East,2021-06-21,1547,110.5,31.6,No_Festival,6,No,No
Cheese Slices (200g),East,2021-06-28,1011,109.84,32.1,No_Festival,6,No,No
Cheese Slices (200g),East,2021-07-05,1562,110.44,29.6,No_Festival,6,No,No
Cheese Slices (200g),East,2021-07-12,1498,110.93,29.6,No_Festival,5,No,No
Cheese Slices (200g),East,2021-07-19,1318,111.14,29.4,No_Festival,6,No,Yes
Cheese Slices (200g),East,2021-07-26,1306,108.82,30.1,No_Festival,5,No,No
Cheese Slices (200g),East,2021-08-02,2033,109.8,28.4,No_Festival,7,No,No
Cheese Slices (200g),East,2021-08-09,1405,110.14,29.8,Independence Day,6,Yes,Yes
Cheese Slices (200g),East,2021-08-16,1262,111.2,29.4,Raksha Bandhan,5,Yes,Yes
Cheese Slices (200g),East,2021-08-23,1576,110.1,31.7,No_Festival,5,No,No
Cheese Slices (200g),East,2021-08-30,1790,109.52,29.6,Janmashtami,7,Yes,Yes
Cheese Slices (200g),East,2021-09-06,1543,110.1,29.9,No_Festival,6,No,No
Cheese Slices (200g),East,2021-09-13,1883,109.13,29.6,No_Festival,7,No,No
Cheese Slices (200g),East,2021-09-20,1359,110.73,29.3,No_Festival,7,No,No
Cheese Slices (200g),East,2021-09-27,1102,109.38,27.2,Gandhi Jayanti,5,Yes,Yes
Cheese Slices (200g),East,2021-10-04,1221,109.07,25.6,No_Festival,5,No,No
Cheese Slices (200g),East,2021-10-11,1258,109.28,28.2,Navratri,5,Yes,Yes
Cheese Slices (200g),East,2021-10-18,1068,112.28,27.5,No_Festival,4,No,No
Cheese Slices (200g),East,2021-10-25,630,109.16,27.8,No_Festival,4,No,No
Cheese Slices (200g),East,2021-11-01,1436,111.32,23.0,Diwali,6,Yes,Yes
Cheese Slices (200g),East,2021-11-08,884,110.16,21.4,No_Festival,4,No,No
Cheese Slices (200g),East,2021-11-15,998,108.61,23.4,Guru Nanak Jayanti,5,Yes,Yes
Cheese Slices (200g),East,2021-11-22,1277,109.64,21.2,No_Festival,6,No,No
Cheese Slices (200g),East,2021-11-29,793,110.82,18.2,No_Festival,3,No,No
Cheese Slices (200g),East,2021-12-06,1116,109.9,17.4,No_Festival,5,No,No
Cheese Slices (200g),East,2021-12-13,1215,110.82,16.7,No_Festival,6,No,No
Cheese Slices (200g),East,2021-12-20,1345,108.5,16.7,Christmas,5,Yes,Yes
Cheese Slices (200g),East,2021-12-27,1423,111.84,16.0,No_Festival,7,No,No
Cheese Slices (200g),East,2022-01-03,597,114.73,20.1,No_Festival,4,No,No
Cheese Slices (200g),East,2022-01-10,1420,115.01,18.0,Makar Sankranti,6,Yes,Yes
Cheese Slices (200g),East,2022-01-17,1418,114.66,20.1,No_Festival,6,No,No
Cheese Slices (200g),East,2022-01-24,1850,115.61,17.7,Republic Day,7,Yes,Yes
Cheese Slices (200g),East,2022-01-31,1061,114.56,20.8,No_Festival,5,No,No
Cheese Slices (200g),East,2022-02-07,2024,115.1,21.8,No_Festival,7,No,No
Cheese Slices (200g),East,2022-02-14,1192,115.48,21.2,No_Festival,5,No,No
Cheese Slices (200g),East,2022-02-21,1560,115.81,21.4,No_Festival,6,No,No
Cheese Slices (200g),East,2022-02-28,844,114.6,25.1,No_Festival,5,No,No
Cheese Slices (200g),East,2022-03-07,1485,114.38,29.0,No_Festival,5,No,No
Cheese Slices (200g),East,2022-03-14,1470,116.51,27.2,Holi,5,Yes,Yes
Cheese Slices (200g),East,2022-03-21,1223,115.75,26.1,No_Festival,5,No,No
Cheese Slices (200g),East,2022-03-28,1497,115.18,28.0,No_Festival,5,No,No
Cheese Slices (200g),East,2022-04-04,1062,114.8,33.0,No_Festival,4,No,No
Cheese Slices (200g),East,2022-04-11,1642,114.74,32.6,Baisakhi,6,Yes,Yes
Cheese Slices (200g),East,2022-04-18,1569,115.29,32.7,No_Festival,7,No,No
Cheese Slices (200g),East,2022-04-25,1623,114.81,31.9,No_Festival,7,No,No
Cheese Slices (200g),East,2022-05-02,943,116.34,33.2,No_Festival,4,No,Yes
Cheese Slices (200g),East,2022-05-09,1315,117.92,34.7,No_Festival,6,No,No
Cheese Slices (200g),East,2022-05-16,1719,116.03,33.8,No_Festival,7,No,No
Cheese Slices (200g),East,2022-05-23,1132,115.22,35.8,No_Festival,5,No,No
Cheese Slices (200g),East,2022-05-30,974,115.06,33.7,No_Festival,4,No,No
Cheese Slices (200g),East,2022-06-06,1483,114.59,30.0,No_Festival,5,No,No
Cheese Slices (200g),East,2022-06-13,1047,116.13,31.5,No_Festival,7,No,No
Cheese Slices (200g),East,2022-06-20,1193,116.17,32.4,No_Festival,6,No,No
Cheese Slices (200g),East,2022-06-27,896,115.6,31.8,No_Festival,4,No,No
Cheese Slices (200g),East,2022-07-04,1631,115.43,30.4,No_Festival,6,No,No
Cheese Slices (200g),East,2022-07-11,1393,115.5,30.8,No_Festival,5,No,No
Cheese Slices (200g),East,2022-07-18,1239,115.93,29.0,No_Festival,6,No,No
Cheese Slices (200g),East,2022-07-25,1054,114.75,31.1,No_Festival,5,No,No
Cheese Slices (200g),East,2022-08-01,1258,115.53,30.4,No_Festival,6,No,No
Cheese Slices (200g),East,2022-08-08,944,114.81,30.8,Raksha Bandhan,5,Yes,Yes
Cheese Slices (200g),East,2022-08-15,1133,116.37,30.2,"Independence Day, Janmashtami",4,Yes,Yes
Cheese Slices (200g),East,2022-08-22,1266,115.22,30.1,No_Festival,7,No,No
Cheese Slices (200g),East,2022-08-29,1214,114.71,29.7,No_Festival,7,No,No
Cheese Slices (200g),East,2022-09-05,1250,115.37,30.0,No_Festival,6,No,No
Cheese Slices (200g),East,2022-09-12,1382,115.11,27.9,No_Festival,5,No,No
Cheese Slices (200g),East,2022-09-19,1407,116.02,31.0,No_Festival,5,No,No
Cheese Slices (200g),East,2022-09-26,1615,117.22,27.9,Gandhi Jayanti,7,Yes,Yes
Cheese Slices (200g),East,2022-10-03,1494,115.5,27.1,No_Festival,6,No,No
Cheese Slices (200g),East,2022-10-10,1390,114.76,28.2,No_Festival,6,No,No
Cheese Slices (200g),East,2022-10-17,1514,115.29,25.7,No_Festival,7,No,No
Cheese Slices (200g),East,2022-10-24,762,114.03,28.5,Diwali,3,Yes,Yes
Cheese Slices (200g),East,2022-10-31,1163,115.4,22.8,No_Festival,5,No,No
Cheese Slices (200g),East,2022-11-07,1511,113.98,22.0,Guru Nanak Jayanti,6,Yes,Yes
Cheese Slices (200g),East,2022-11-14,1317,116.2,23.7,No_Festival,5,No,No
Cheese Slices (200g),East,2022-11-21,1536,114.16,22.1,No_Festival,7,No,No
Cheese Slices (200g),East,2022-11-28,1559,115.04,19.1,No_Festival,5,No,No
Cheese Slices (200g),East,2022-12-05,1350,114.57,15.6,No_Festival,7,No,No
Cheese Slices (200g),East,2022-12-12,1173,114.62,17.2,No_Festival,5,No,No
Cheese Slices (200g),East,2022-12-19,1325,114.7,17.4,Christmas,6,Yes,Yes
Cheese Slices (200g),East,2022-12-26,934,114.89,17.7,No_Festival,4,No,No
Cheese Slices (200g),East,2023-01-02,1351,121.06,19.3,No_Festival,6,No,No
Cheese Slices (200g),East,2023-01-09,771,121.11,17.9,Makar Sankranti,4,Yes,Yes
Cheese Slices (200g),East,2023-01-16,1312,120.99,18.4,No_Festival,6,No,No
Cheese Slices (200g),East,2023-01-23,1957,120.87,18.2,Republic Day,6,Yes,Yes
Cheese Slices (200g),East,2023-01-30,1481,120.77,19.8,No_Festival,7,No,No
Cheese Slices (200g),East,2023-02-06,1073,119.06,20.2,No_Festival,4,No,No
Cheese Slices (200g),East,2023-02-13,908,121.14,21.1,No_Festival,4,No,No
Cheese Slices (200g),East,2023-02-20,997,120.98,20.2,No_Festival,4,No,No
Cheese Slices (200g),East,2023-02-27,849,121.34,25.5,No_Festival,4,No,No
Cheese Slices (200g),East,2023-03-06,1501,121.26,27.9,Holi,7,Yes,Yes
