Product_Name,Region,Year_Month,Quantity_Sold,Avg_Price,Avg_Temperature,Festival_Names,Festival_Day_Count,Num_Days,Festival_Indicator,Holiday_Indicator
Buttermilk (1L),South,2022-04,14682,36.6,32.4,Baisakhi,1,21,Yes,Yes
Buttermilk (1L),South,2022-05,14568,36.61,34.5,No_Festival,0,25,No,Yes
Buttermilk (1L),South,2022-06,12822,36.75,29.5,No_Festival,0,21,No,No
Buttermilk (1L),South,2022-07,10192,36.6,28.1,No_Festival,0,25,No,Yes
Buttermilk (1L),South,2022-08,9875,36.71,27.6,"Raksha Bandhan, Independence Day, Janmashtami",3,24,Yes,Yes
Buttermilk (1L),South,2022-09,8968,37.0,28.6,No_Festival,0,22,No,No
Buttermilk (1L),South,2022-10,10556,36.89,28.9,"Gandhi Jayanti, Diwali",2,22,Yes,Yes
Buttermilk (1L),South,2022-11,8420,36.84,26.2,No_Festival,0,20,No,No
Buttermilk (1L),South,2022-12,5601,36.7,25.3,No_Festival,0,24,No,No
Buttermilk (1L),South,2023-01,6581,38.61,25.6,"Makar Sankranti, Republic Day",2,25,Yes,Yes
Buttermilk (1L),South,2023-02,5414,38.29,27.0,No_Festival,0,20,No,No
Buttermilk (1L),South,2023-03,11674,38.66,29.2,No_Festival,0,20,No,No
Buttermilk (1L),South,2023-04,16059,38.62,32.6,Baisakhi,1,25,Yes,Yes
Buttermilk (1L),South,2023-05,15545,38.56,33.9,No_Festival,0,28,No,No
Buttermilk (1L),South,2023-06,14178,38.69,30.0,No_Festival,0,23,No,No
Buttermilk (1L),South,2023-07,7759,38.54,27.0,No_Festival,0,20,No,No
Buttermilk (1L),South,2023-08,10638,38.36,27.7,Independence Day,1,24,Yes,Yes
Buttermilk (1L),South,2023-09,9368,38.37,28.8,Janmashtami,1,22,Yes,Yes
Buttermilk (1L),South,2023-10,8389,38.55,27.4,No_Festival,0,21,No,No
Buttermilk (1L),South,2023-11,9890,38.67,26.8,Diwali,1,20,Yes,Yes
Buttermilk (1L),South,2023-12,5893,38.49,25.4,Christmas,1,22,Yes,Yes
Buttermilk (1L),West,2021-01,5208,35.01,21.9,"Makar Sankranti, Republic Day",2,20,Yes,Yes
Buttermilk (1L),West,2021-02,4828,34.88,23.3,No_Festival,0,21,No,No
Buttermilk (1L),West,2021-03,15723,35.02,27.6,Holi,1,24,Yes,Yes
Buttermilk (1L),West,2021-04,14145,35.04,31.5,Baisakhi,1,24,Yes,Yes
Buttermilk (1L),West,2021-05,15215,35.14,35.5,No_Festival,0,23,No,No
Buttermilk (1L),West,2021-06,12258,35.12,31.4,No_Festival,0,21,No,No
Buttermilk (1L),West,2021-07,10235,34.76,29.0,No_Festival,0,24,No,Yes
Buttermilk (1L),West,2021-08,9774,35.14,28.5,Independence Day,1,22,Yes,Yes
Buttermilk (1L),West,2021-09,11499,34.99,29.3,Janmashtami,1,25,Yes,Yes
Buttermilk (1L),West,2021-10,7427,35.1,31.0,"Gandhi Jayanti, Navratri",2,18,Yes,Yes
Buttermilk (1L),West,2021-11,10733,34.9,25.5,Guru Nanak Jayanti,1,24,Yes,Yes
Buttermilk (1L),West,2021-12,7021,34.89,21.6,Christmas,1,26,Yes,Yes
Buttermilk (1L),West,2022-01,5784,36.94,22.2,No_Festival,0,21,No,No
Buttermilk (1L),West,2022-02,6161,36.24,24.2,No_Festival,0,25,No,No
Buttermilk (1L),West,2022-03,12634,36.54,28.0,Holi,1,22,Yes,Yes
Buttermilk (1L),West,2022-04,13553,36.63,31.8,Baisakhi,1,23,Yes,Yes
Buttermilk (1L),West,2022-05,16474,36.66,36.5,No_Festival,0,27,No,No
Buttermilk (1L),West,2022-06,13827,37.02,31.8,No_Festival,0,23,No,No
Buttermilk (1L),West,2022-07,12140,36.8,28.4,No_Festival,0,26,No,Yes
Buttermilk (1L),West,2022-08,13288,36.81,27.7,"Raksha Bandhan, Janmashtami",2,29,Yes,Yes
Buttermilk (1L),West,2022-09,10158,36.56,28.9,No_Festival,0,27,No,No
Buttermilk (1L),West,2022-10,10431,36.58,29.8,"Gandhi Jayanti, Diwali",2,22,Yes,Yes
Buttermilk (1L),West,2022-11,11514,36.59,26.8,Guru Nanak Jayanti,1,27,Yes,Yes
Buttermilk (1L),West,2022-12,6800,36.8,22.5,No_Festival,0,27,No,No
Buttermilk (1L),West,2023-01,5835,38.66,22.4,Republic Day,1,21,Yes,Yes
Buttermilk (1L),West,2023-02,4395,38.74,24.8,No_Festival,0,18,No,No
Buttermilk (1L),West,2023-03,15397,38.44,27.7,Holi,1,25,Yes,Yes
Buttermilk (1L),West,2023-04,15468,38.28,32.0,Baisakhi,1,26,Yes,Yes
Buttermilk (1L),West,2023-05,11788,38.68,36.1,No_Festival,0,19,No,No
Buttermilk (1L),West,2023-06,15393,38.64,32.1,No_Festival,0,26,No,Yes
Buttermilk (1L),West,2023-07,8414,38.44,28.9,No_Festival,0,21,No,No
Buttermilk (1L),West,2023-08,11612,38.52,28.8,"Independence Day, Raksha Bandhan",2,26,Yes,Yes
Buttermilk (1L),West,2023-09,10227,38.83,28.7,Janmashtami,1,23,Yes,Yes
Buttermilk (1L),West,2023-10,10167,38.56,30.2,Gandhi Jayanti,1,23,Yes,Yes
Buttermilk (1L),West,2023-11,11312,38.37,25.8,"Diwali, Guru Nanak Jayanti",2,26,Yes,Yes
Buttermilk (1L),West,2023-12,6823,38.37,21.8,Christmas,1,26,Yes,Yes
Cheese Slices (200g),Central,2021-01,5421,109.85,17.6,"Makar Sankranti, Republic Day",2,23,Yes,Yes
Cheese Slices (200g),Central,2021-02,5331,109.66,20.9,No_Festival,0,23,No,No
Cheese Slices (200g),Central,2021-03,5398,109.76,27.5,Holi,1,22,Yes,Yes
Cheese Slices (200g),Central,2021-04,5696,110.1,33.1,Baisakhi,1,23,Yes,Yes
Cheese Slices (200g),Central,2021-05,4956,109.55,37.9,No_Festival,0,23,No,Yes
Cheese Slices (200g),Central,2021-06,5121,109.92,36.5,No_Festival,0,22,No,No
Cheese Slices (200g),Central,2021-07,5021,110.87,30.4,No_Festival,0,23,No,Yes
Cheese Slices (200g),Central,2021-08,5879,109.41,29.9,"Independence Day, Raksha Bandhan",2,25,Yes,Yes
Cheese Slices (200g),Central,2021-09,5583,108.92,29.7,Janmashtami,1,25,Yes,Yes
Cheese Slices (200g),Central,2021-10,5406,109.33,28.3,"Gandhi Jayanti, Navratri",2,25,Yes,Yes
Cheese Slices (200g),Central,2021-11,5039,109.71,22.7,"Diwali, Guru Nanak Jayanti",2,22,Yes,Yes
Cheese Slices (200g),Central,2021-12,6803,109.66,17.5,Christmas,1,24,Yes,Yes
Cheese Slices (200g),Central,2022-01,5859,114.96,17.4,Makar Sankranti,1,25,Yes,Yes
Cheese Slices (200g),Central,2022-02,5017,115.68,21.2,No_Festival,0,23,No,No
Cheese Slices (200g),Central,2022-03,5488,116.06,26.9,Holi,1,24,Yes,Yes
Cheese Slices (200g),Central,2022-04,5443,115.61,33.1,Baisakhi,1,23,Yes,Yes
Cheese Slices (200g),Central,2022-05,5008,114.9,37.9,No_Festival,0,22,No,No
Cheese Slices (200g),Central,2022-06,6067,115.56,36.0,No_Festival,0,25,No,No
Cheese Slices (200g),Central,2022-07,4670,115.44,31.6,No_Festival,0,22,No,Yes
Cheese Slices (200g),Central,2022-08,5953,115.59,30.5,"Raksha Bandhan, Janmashtami",2,25,Yes,Yes
Cheese Slices (200g),Central,2022-09,6271,115.89,29.9,No_Festival,0,24,No,No
Cheese Slices (200g),Central,2022-10,5747,115.67,28.0,Gandhi Jayanti,1,25,Yes,Yes
Cheese Slices (200g),Central,2022-11,3823,115.34,22.3,No_Festival,0,19,No,No
Cheese Slices (200g),Central,2022-12,7222,114.65,18.1,Christmas,1,28,Yes,Yes
Cheese Slices (200g),Central,2023-01,5962,121.55,17.6,"Makar Sankranti, Republic Day",2,26,Yes,Yes
Cheese Slices (200g),Central,2023-02,4439,121.37,21.6,No_Festival,0,21,No,No
Cheese Slices (200g),Central,2023-03,7103,121.69,26.7,Holi,1,27,Yes,Yes
Cheese Slices (200g),Central,2023-04,4938,120.59,33.3,Baisakhi,1,21,Yes,Yes
Cheese Slices (200g),Central,2023-05,5696,120.83,38.5,No_Festival,0,26,No,No
Cheese Slices (200g),Central,2023-06,5174,121.05,36.6,No_Festival,0,23,No,No
Cheese Slices (200g),Central,2023-07,5781,121.88,31.4,No_Festival,0,25,No,No
Cheese Slices (200g),Central,2023-08,5549,120.37,29.8,Independence Day,1,23,Yes,Yes
Cheese Slices (200g),Central,2023-09,5407,120.92,30.0,Janmashtami,1,25,Yes,Yes
Cheese Slices (200g),Central,2023-10,4952,121.19,27.8,Gandhi Jayanti,1,23,Yes,Yes
Cheese Slices (200g),Central,2023-11,5429,121.17,22.1,"Diwali, Guru Nanak Jayanti",2,24,Yes,Yes
Cheese Slices (200g),Central,2023-12,5904,120.71,18.9,Christmas,1,25,Yes,Yes
Cheese Slices (200g),East,2021-01,6055,110.59,18.9,"Makar Sankranti, Republic Day",2,27,Yes,Yes
Cheese Slices (200g),East,2021-02,3722,109.71,21.5,No_Festival,0,18,No,No
Cheese Slices (200g),East,2021-03,4943,109.85,26.5,No_Festival,0,23,No,No
Cheese Slices (200g),East,2021-04,4687,110.73,32.1,Baisakhi,1,22,Yes,Yes
Cheese Slices (200g),East,2021-05,5157,110.25,34.3,No_Festival,0,21,No,No
Cheese Slices (200g),East,2021-06,6538,110.03,32.2,No_Festival,0,27,No,No
Cheese Slices (200g),East,2021-07,5822,110.46,29.7,No_Festival,0,24,No,Yes
Cheese Slices (200g),East,2021-08,6911,110.2,29.9,"Independence Day, Raksha Bandhan",2,26,Yes,Yes
Cheese Slices (200g),East,2021-09,6674,109.81,29.5,Janmashtami,1,27,Yes,Yes
Cheese Slices (200g),East,2021-10,4831,109.77,27.0,"Gandhi Jayanti, Navratri",2,21,Yes,Yes
Cheese Slices (200g),East,2021-11,4595,109.98,22.3,"Diwali, Guru Nanak Jayanti",2,21,Yes,Yes
Cheese Slices (200g),East,2021-12,5620,110.04,16.9,Christmas,1,24,Yes,Yes
Cheese Slices (200g),East,2022-01,5677,115.11,18.5,"Makar Sankranti, Republic Day",2,26,Yes,Yes
Cheese Slices (200g),East,2022-02,5840,115.36,21.5,No_Festival,0,23,No,No
Cheese Slices (200g),East,2022-03,5945,115.19,27.0,Holi,1,22,Yes,Yes
Cheese Slices (200g),East,2022-04,6213,114.9,32.4,Baisakhi,1,25,Yes,Yes
Cheese Slices (200g),East,2022-05,5243,116.39,34.3,No_Festival,0,23,No,Yes
Cheese Slices (200g),East,2022-06,5424,115.58,31.9,No_Festival,0,25,No,No
Cheese Slices (200g),East,2022-07,5486,115.45,30.2,No_Festival,0,23,No,No
Cheese Slices (200g),East,2022-08,5138,115.31,30.3,"Raksha Bandhan, Independence Day, Janmashtami",3,25,Yes,Yes
Cheese Slices (200g),East,2022-09,5546,115.7,29.5,No_Festival,0,25,No,No
Cheese Slices (200g),East,2022-10,5945,115.25,26.9,"Gandhi Jayanti, Diwali",2,24,Yes,Yes
Cheese Slices (200g),East,2022-11,6150,114.8,22.5,Guru Nanak Jayanti,1,25,Yes,Yes
Cheese Slices (200g),East,2022-12,5718,114.76,16.8,Christmas,1,25,Yes,Yes
Cheese Slices (200g),East,2023-01,5702,121.12,18.3,"Makar Sankranti, Republic Day",2,24,Yes,Yes
Cheese Slices (200g),East,2023-02,4291,120.34,20.7,No_Festival,0,18,No,No
Cheese Slices (200g),East,2023-03,5087,120.92,27.5,Holi,1,25,Yes,Yes
Cheese Slices (200g),East,2023-04,4539,121.24,31.9,No_Festival,0,22,No,Yes
Cheese Slices (200g),East,2023-05,4355,120.53,34.2,No_Festival,0,20,No,No
Cheese Slices (200g),East,2023-06,5173,121.55,31.8,No_Festival,0,22,No,Yes
Cheese Slices (200g),East,2023-07,4901,120.5,29.4,No_Festival,0,21,No,No
Cheese Slices (200g),East,2023-08,5328,121.42,30.5,"Independence Day, Raksha Bandhan",2,24,Yes,Yes
Cheese Slices (200g),East,2023-09,5466,122.06,28.8,Janmashtami,1,24,Yes,Yes
Cheese Slices (200g),East,2023-10,5517,121.19,26.6,Gandhi Jayanti,1,23,Yes,Yes
Cheese Slices (200g),East,2023-11,4896,120.43,21.9,Guru Nanak Jayanti,1,21,Yes,Yes
Cheese Slices (200g),East,2023-12,5645,120.82,16.7,Christmas,1,27,Yes,Yes
Cheese Slices (200g),North,2021-01,4257,109.65,14.2,Makar Sankranti,1,20,Yes,Yes
Cheese Slices (200g),North,2021-02,4530,110.43,16.5,No_Festival,0,20,No,No
Cheese Slices (200g),North,2021-03,5895,110.39,23.7,Holi,1,24,Yes,Yes
Cheese Slices (200g),North,2021-04,4695,109.85,32.4,Baisakhi,1,19,Yes,Yes
Cheese Slices (200g),North,2021-05,5761,110.38,38.9,No_Festival,0,25,No,Yes
Cheese Slices (200g),North,2021-06,5370,110.05,40.0,No_Festival,0,23,No,No
Cheese Slices (200g),North,2021-07,5588,109.56,36.0,No_Festival,0,23,No,Yes
Cheese Slices (200g),North,2021-08,4734,110.3,33.3,Raksha Bandhan,1,21,Yes,Yes
Cheese Slices (200g),North,2021-09,6081,109.57,32.7,Janmashtami,1,25,Yes,Yes
Cheese Slices (200g),North,2021-10,5928,110.17,26.2,"Gandhi Jayanti, Navratri",2,26,Yes,Yes
Cheese Slices (200g),North,2021-11,4362,109.93,18.8,"Diwali, Guru Nanak Jayanti",2,21,Yes,Yes
Cheese Slices (200g),North,2021-12,6088,109.21,14.8,Christmas,1,24,Yes,Yes
Cheese Slices (200g),North,2022-01,5053,115.23,14.1,Republic Day,1,23,Yes,Yes
Cheese Slices (200g),North,2022-02,5310,115.32,17.3,No_Festival,0,20,No,No
Cheese Slices (200g),North,2022-03,5646,115.24,24.4,No_Festival,0,23,No,No
Cheese Slices (200g),North,2022-04,6101,115.7,31.8,Baisakhi,1,27,Yes,Yes
Cheese Slices (200g),North,2022-05,5728,115.81,38.4,No_Festival,0,23,No,Yes
Cheese Slices (200g),North,2022-06,5365,114.94,39.5,No_Festival,0,22,No,No
Cheese Slices (200g),North,2022-07,5802,115.47,35.6,No_Festival,0,26,No,Yes
Cheese Slices (200g),North,2022-08,5227,115.27,34.8,"Raksha Bandhan, Independence Day, Janmashtami",3,21,Yes,Yes
Cheese Slices (200g),North,2022-09,4491,115.89,32.0,No_Festival,0,22,No,No
Cheese Slices (200g),North,2022-10,6845,115.26,26.0,"Gandhi Jayanti, Diwali",2,26,Yes,Yes
Cheese Slices (200g),North,2022-11,5461,114.65,19.5,Guru Nanak Jayanti,1,24,Yes,Yes
Cheese Slices (200g),North,2022-12,6648,115.34,14.6,Christmas,1,25,Yes,Yes
Cheese Slices (200g),North,2023-01,5434,120.99,14.2,Republic Day,1,23,Yes,Yes
Cheese Slices (200g),North,2023-02,5859,120.97,16.9,No_Festival,0,24,No,No
Cheese Slices (200g),North,2023-03,6077,120.65,24.2,Holi,1,27,Yes,Yes
Cheese Slices (200g),North,2023-04,6322,121.23,32.4,Baisakhi,1,24,Yes,Yes
Cheese Slices (200g),North,2023-05,5471,121.98,37.3,No_Festival,0,24,No,No
Cheese Slices (200g),North,2023-06,5836,120.86,39.2,No_Festival,0,24,No,Yes
Cheese Slices (200g),North,2023-07,6016,120.61,36.3,No_Festival,0,25,No,No
Cheese Slices (200g),North,2023-08,5103,121.32,33.7,Independence Day,1,24,Yes,Yes
Cheese Slices (200g),North,2023-09,5811,120.97,31.8,Janmashtami,1,21,Yes,Yes
Cheese Slices (200g),North,2023-10,5456,121.15,25.9,No_Festival,0,23,No,No
Cheese Slices (200g),North,2023-11,6291,120.77,18.6,"Diwali, Guru Nanak Jayanti",2,27,Yes,Yes
Cheese Slices (200g),North,2023-12,4736,120.28,14.1,Christmas,1,22,Yes,Yes
Cheese Slices (200g),South,2021-01,5430,110.2,25.4,Republic Day,1,24,Yes,Yes
Cheese Slices (200g),South,2021-02,4892,109.97,26.6,No_Festival,0,21,No,No
Cheese Slices (200g),South,2021-03,5480,109.79,30.0,Holi,1,24,Yes,Yes
Cheese Slices (200g),South,2021-04,4878,109.8,32.4,Baisakhi,1,23,Yes,Yes
Cheese Slices (200g),South,2021-05,5159,110.59,34.8,No_Festival,0,23,No,No
Cheese Slices (200g),South,2021-06,5558,110.12,30.1,No_Festival,0,25,No,No
Cheese Slices (200g),South,2021-07,5224,110.19,28.1,No_Festival,0,22,No,Yes
Cheese Slices (200g),South,2021-08,6240,109.96,28.0,"Independence Day, Raksha Bandhan",2,24,Yes,Yes
Cheese Slices (200g),South,2021-09,4831,109.69,28.1,Janmashtami,1,22,Yes,Yes
Cheese Slices (200g),South,2021-10,6461,109.9,28.2,Gandhi Jayanti,1,27,Yes,Yes
Cheese Slices (200g),South,2021-11,4977,109.97,25.5,"Diwali, Guru Nanak Jayanti",2,21,Yes,Yes
Cheese Slices (200g),South,2021-12,5215,109.87,24.9,Christmas,1,21,Yes,Yes
Cheese Slices (200g),South,2022-01,6187,115.61,25.9,"Makar Sankranti, Republic Day",2,23,Yes,Yes
Cheese Slices (200g),South,2022-02,5019,114.95,26.7,No_Festival,0,21,No,No
Cheese Slices (200g),South,2022-03,4407,115.32,28.5,Holi,1,22,Yes,Yes
Cheese Slices (200g),South,2022-04,5817,115.76,32.5,Baisakhi,1,23,Yes,Yes
Cheese Slices (200g),South,2022-05,5173,115.66,34.4,No_Festival,0,22,No,No
Cheese Slices (200g),South,2022-06,5773,115.38,29.5,No_Festival,0,24,No,No
Cheese Slices (200g),South,2022-07,5365,115.14,28.3,No_Festival,0,23,No,Yes
Cheese Slices (200g),South,2022-08,5329,115.0,27.6,"Raksha Bandhan, Independence Day, Janmashtami",3,22,Yes,Yes
Cheese Slices (200g),South,2022-09,4763,115.13,29.1,No_Festival,0,20,No,No
Cheese Slices (200g),South,2022-10,6319,115.51,28.7,"Gandhi Jayanti, Diwali",2,28,Yes,Yes
Cheese Slices (200g),South,2022-11,4299,115.33,25.6,No_Festival,0,20,No,No
Cheese Slices (200g),South,2022-12,6063,115.53,25.1,Christmas,1,24,Yes,Yes
Cheese Slices (200g),South,2023-01,5746,121.15,25.7,"Makar Sankranti, Republic Day",2,23,Yes,Yes
Cheese Slices (200g),South,2023-02,4718,121.05,26.8,No_Festival,0,22,No,No
Cheese Slices (200g),South,2023-03,4953,120.84,28.7,Holi,1,23,Yes,Yes
Cheese Slices (200g),South,2023-04,4118,121.38,32.6,Baisakhi,1,19,Yes,Yes
Cheese Slices (200g),South,2023-05,5395,120.43,34.0,No_Festival,0,26,No,No
Cheese Slices (200g),South,2023-06,5280,121.44,30.2,No_Festival,0,23,No,No
Cheese Slices (200g),South,2023-07,5692,121.04,27.6,No_Festival,0,22,No,No
Cheese Slices (200g),South,2023-08,5458,121.91,28.0,"Independence Day, Raksha Bandhan",2,25,Yes,Yes
Cheese Slices (200g),South,2023-09,6097,120.44,28.7,Janmashtami,1,26,Yes,Yes
Cheese Slices (200g),South,2023-10,6045,121.36,27.8,Gandhi Jayanti,1,26,Yes,Yes
Cheese Slices (200g),South,2023-11,4820,120.83,26.6,Guru Nanak Jayanti,1,22,Yes,Yes
Cheese Slices (200g),South,2023-12,5817,121.13,25.4,Christmas,1,25,Yes,Yes
Cheese Slices (200g),West,2021-01,4352,109.49,22.3,Makar Sankranti,1,18,Yes,Yes
Cheese Slices (200g),West,2021-02,5672,109.56,23.6,No_Festival,0,24,No,No
Cheese Slices (200g),West,2021-03,6681,110.08,27.6,Holi,1,27,Yes,Yes
Cheese Slices (200g),West,2021-04,5136,109.37,31.5,Baisakhi,1,23,Yes,Yes
Cheese Slices (200g),West,2021-05,5905,109.16,35.4,No_Festival,0,26,No,Yes
Cheese Slices (200g),West,2021-06,4492,109.83,31.6,No_Festival,0,22,No,No
Cheese Slices (200g),West,2021-07,5796,109.65,29.2,No_Festival,0,24,No,Yes
Cheese Slices (200g),West,2021-08,5544,109.84,28.2,No_Festival,0,25,No,No
Cheese Slices (200g),West,2021-09,5017,109.36,29.1,Janmashtami,1,22,Yes,Yes
Cheese Slices (200g),West,2021-10,5133,110.25,30.7,"Gandhi Jayanti, Navratri",2,22,Yes,Yes
Cheese Slices (200g),West,2021-11,5395,109.49,25.9,"Diwali, Guru Nanak Jayanti",2,22,Yes,Yes
Cheese Slices (200g),West,2021-12,5687,110.21,21.9,Christmas,1,24,Yes,Yes
Cheese Slices (200g),West,2022-01,4618,115.09,21.7,Republic Day,1,21,Yes,Yes
Cheese Slices (200g),West,2022-02,4832,115.68,24.4,No_Festival,0,21,No,No
Cheese Slices (200g),West,2022-03,4041,114.18,27.6,No_Festival,0,16,No,No
Cheese Slices (200g),West,2022-04,5516,115.82,31.2,Baisakhi,1,24,Yes,Yes
Cheese Slices (200g),West,2022-05,5136,115.1,36.4,No_Festival,0,23,No,No
Cheese Slices (200g),West,2022-06,5852,114.87,31.9,No_Festival,0,26,No,No
Cheese Slices (200g),West,2022-07,5642,115.95,28.5,No_Festival,0,25,No,Yes
Cheese Slices (200g),West,2022-08,6092,116.0,27.6,"Raksha Bandhan, Independence Day",2,26,Yes,Yes
Cheese Slices (200g),West,2022-09,3992,114.65,29.0,No_Festival,0,17,No,No
Cheese Slices (200g),West,2022-10,5047,116.31,30.3,Gandhi Jayanti,1,22,Yes,Yes
Cheese Slices (200g),West,2022-11,5289,115.72,26.7,Guru Nanak Jayanti,1,25,Yes,Yes
Cheese Slices (200g),West,2022-12,5204,115.85,22.7,Christmas,1,22,Yes,Yes
Cheese Slices (200g),West,2023-01,6048,121.29,22.5,"Makar Sankranti, Republic Day",2,24,Yes,Yes
Cheese Slices (200g),West,2023-02,4380,120.72,24.8,No_Festival,0,19,No,No
Cheese Slices (200g),West,2023-03,5201,120.77,27.6,Holi,1,24,Yes,Yes
Cheese Slices (200g),West,2023-04,5676,121.35,32.3,Baisakhi,1,24,Yes,Yes
Cheese Slices (200g),West,2023-05,6178,120.87,36.1,No_Festival,0,28,No,No
Cheese Slices (200g),West,2023-06,5221,121.18,31.6,No_Festival,0,24,No,Yes
Cheese Slices (200g),West,2023-07,6294,121.32,28.8,No_Festival,0,28,No,No
Cheese Slices (200g),West,2023-08,6642,120.2,28.5,"Independence Day, Raksha Bandhan",2,25,Yes,Yes
Cheese Slices (200g),West,2023-09,5519,121.65,29.1,Janmashtami,1,23,Yes,Yes
Cheese Slices (200g),West,2023-10,5776,120.82,30.5,Gandhi Jayanti,1,22,Yes,Yes
Cheese Slices (200g),West,2023-11,5444,120.31,25.7,"Diwali, Guru Nanak Jayanti",2,24,Yes,Yes
Cheese Slices (200g),West,2023-12,6095,120.45,22.0,Christmas,1,27,Yes,Yes
Dahi / Curd (500g),Central,2021-01,18478,44.86,17.6,Makar Sankranti,1,22,Yes,Yes
Dahi / Curd (500g),Central,2021-02,15624,45.05,21.1,No_Festival,0,20,No,No
Dahi / Curd (500g),Central,2021-03,16102,44.95,27.3,Holi,1,22,Yes,Yes
Dahi / Curd (500g),Central,2021-04,21462,45.12,33.1,No_Festival,0,24,No,No
Dahi / Curd (500g),Central,2021-05,16145,44.54,38.3,No_Festival,0,20,No,No
Dahi / Curd (500g),Central,2021-06,20972,44.92,36.7,No_Festival,0,26,No,No
Dahi / Curd (500g),Central,2021-07,19374,45.13,30.7,No_Festival,0,24,No,No
Dahi / Curd (500g),Central,2021-08,25666,44.97,29.8,Raksha Bandhan,1,29,Yes,Yes
Dahi / Curd (500g),Central,2021-09,19364,45.13,29.8,No_Festival,0,24,No,No
Dahi / Curd (500g),Central,2021-10,18955,44.96,27.9,Gandhi Jayanti,1,22,Yes,Yes
Dahi / Curd (500g),Central,2021-11,25294,45.35,22.8,"Diwali, Guru Nanak Jayanti",2,27,Yes,Yes
Dahi / Curd (500g),Central,2021-12,17426,44.65,18.0,Christmas,1,23,Yes,Yes
Dahi / Curd (500g),Central,2022-01,17774,47.17,17.9,"Makar Sankranti, Republic Day",2,19,Yes,Yes
Dahi / Curd (500g),Central,2022-02,20015,47.59,21.4,No_Festival,0,22,No,No
Dahi / Curd (500g),Central,2022-03,19044,47.56,26.9,No_Festival,0,22,No,No
Dahi / Curd (500g),Central,2022-04,14128,47.34,33.2,No_Festival,0,17,No,No
Dahi / Curd (500g),Central,2022-05,19403,47.39,37.8,No_Festival,0,23,No,Yes
Dahi / Curd (500g),Central,2022-06,16169,47.32,36.5,No_Festival,0,21,No,No
Dahi / Curd (500g),Central,2022-07,21711,47.22,31.3,No_Festival,0,24,No,Yes
Dahi / Curd (500g),Central,2022-08,22625,47.39,30.6,"Independence Day, Janmashtami",2,28,Yes,Yes
Dahi / Curd (500g),Central,2022-09,19418,47.36,30.4,No_Festival,0,24,No,No
Dahi / Curd (500g),Central,2022-10,18868,47.17,28.3,No_Festival,0,23,No,No
Dahi / Curd (500g),Central,2022-11,18372,47.6,22.4,No_Festival,0,20,No,No
Dahi / Curd (500g),Central,2022-12,18615,47.24,18.5,Christmas,1,22,Yes,Yes
Dahi / Curd (500g),Central,2023-01,18874,49.65,17.6,Republic Day,1,21,Yes,Yes
Dahi / Curd (500g),Central,2023-02,17622,49.55,21.7,No_Festival,0,21,No,No
Dahi / Curd (500g),Central,2023-03,22164,49.09,27.0,Holi,1,25,Yes,Yes
Dahi / Curd (500g),Central,2023-04,22526,49.45,33.3,Baisakhi,1,26,Yes,Yes
Dahi / Curd (500g),Central,2023-05,19295,49.21,38.6,No_Festival,0,24,No,No
Dahi / Curd (500g),Central,2023-06,22195,49.73,36.5,No_Festival,0,27,No,Yes
Dahi / Curd (500g),Central,2023-07,13979,49.45,31.7,No_Festival,0,19,No,No
Dahi / Curd (500g),Central,2023-08,23584,49.58,29.9,"Independence Day, Raksha Bandhan",2,27,Yes,Yes
Dahi / Curd (500g),Central,2023-09,19880,49.45,30.0,Janmashtami,1,25,Yes,Yes
Dahi / Curd (500g),Central,2023-10,18804,49.5,27.9,No_Festival,0,23,No,No
Dahi / Curd (500g),Central,2023-11,17918,49.55,22.6,Guru Nanak Jayanti,1,24,Yes,Yes
Dahi / Curd (500g),Central,2023-12,15024,49.81,19.0,No_Festival,0,22,No,No
Dahi / Curd (500g),East,2021-01,18743,45.22,18.7,Republic Day,1,23,Yes,Yes
Dahi / Curd (500g),East,2021-02,22824,45.12,21.2,No_Festival,0,25,No,No
Dahi / Curd (500g),East,2021-03,21554,44.9,26.6,No_Festival,0,26,No,No
Dahi / Curd (500g),East,2021-04,20784,44.96,32.1,Baisakhi,1,26,Yes,Yes
Dahi / Curd (500g),East,2021-05,21275,45.03,34.4,No_Festival,0,26,No,Yes
Dahi / Curd (500g),East,2021-06,20468,45.17,32.2,No_Festival,0,25,No,No
Dahi / Curd (500g),East,2021-07,21804,45.1,29.7,No_Festival,0,26,No,Yes
Dahi / Curd (500g),East,2021-08,23190,44.91,30.0,"Independence Day, Raksha Bandhan",2,25,Yes,Yes
Dahi / Curd (500g),East,2021-09,19801,45.34,29.4,Janmashtami,1,24,Yes,Yes
Dahi / Curd (500g),East,2021-10,19032,44.95,27.2,"Gandhi Jayanti, Navratri",2,24,Yes,Yes
Dahi / Curd (500g),East,2021-11,17828,44.89,22.4,"Diwali, Guru Nanak Jayanti",2,24,Yes,Yes
Dahi / Curd (500g),East,2021-12,17900,44.93,16.7,No_Festival,0,23,No,No
Dahi / Curd (500g),East,2022-01,20212,47.2,18.3,"Makar Sankranti, Republic Day",2,21,Yes,Yes
Dahi / Curd (500g),East,2022-02,19396,47.23,21.8,No_Festival,0,26,No,No
Dahi / Curd (500g),East,2022-03,19959,47.48,27.0,Holi,1,24,Yes,Yes
Dahi / Curd (500g),East,2022-04,16923,47.18,32.4,Baisakhi,1,22,Yes,Yes
